CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,C01: Breast Cancer Screening,C02: Colorectal Cancer Screening,C03: Annual Flu Vaccine,C04: Monitoring Physical Activity,C05: Special Needs Plan (SNP) Care Management,C06: Care for Older Adults – Medication Review,C07: Care for Older Adults – Pain Assessment,C08: Osteoporosis Management in Women who had a Fracture,C09: Diabetes Care – Eye Exam,C10: Diabetes Care – Blood Sugar Controlled,C11: Controlling High Blood Pressure,C12: Reducing the Risk of Falling,C13: Improving Bladder Control,C14: Medication Reconciliation Post-Discharge,C15: Plan All-Cause Readmissions,C16: Statin Therapy for Patients with Cardiovascular Disease,C17: Transitions of Care,C18: Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,C19: Getting Needed Care,C20: Getting Appointments and Care Quickly,C21: Customer Service,C22: Rating of Health Care Quality,C23: Rating of Health Plan,C24: Care Coordination,C25: Complaints about the Health Plan,C26: Members Choosing to Leave the Plan,C27: Health Plan Quality Improvement,C28: Plan Makes Timely Decisions about Appeals,C29: Reviewing Appeals Decisions,C30: Call Center – Foreign Language Interpreter and TTY Availability,D01: Call Center – Foreign Language Interpreter and TTY Availability,D02: Complaints about the Drug Plan,D03: Members Choosing to Leave the Plan,D04: Drug Plan Quality Improvement,D05: Rating of Drug Plan,D06: Getting Needed Prescription Drugs,D07: MPF Price Accuracy,D08: Medication Adherence for Diabetes Medications,D09: Medication Adherence for Hypertension (RAS antagonists),D10: Medication Adherence for Cholesterol (Statins),D11: MTM Program Completion Rate for CMR,D12: Statin Use in Persons with Diabetes (SUPD),Unnamed: 47,C01: Breast Cancer Screening_flag,C02: Colorectal Cancer Screening_flag,C03: Annual Flu Vaccine_flag,C04: Monitoring Physical Activity_flag,C05: Special Needs Plan (SNP) Care Management_flag,C06: Care for Older Adults – Medication Review_flag,C07: Care for Older Adults – Pain Assessment_flag,C08: Osteoporosis Management in Women who had a Fracture_flag,C09: Diabetes Care – Eye Exam_flag,C10: Diabetes Care – Blood Sugar Controlled_flag,C11: Controlling High Blood Pressure_flag,C12: Reducing the Risk of Falling_flag,C13: Improving Bladder Control_flag,C14: Medication Reconciliation Post-Discharge_flag,C15: Plan All-Cause Readmissions_flag,C16: Statin Therapy for Patients with Cardiovascular Disease_flag,C17: Transitions of Care_flag,C18: Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions_flag,C19: Getting Needed Care_flag,C20: Getting Appointments and Care Quickly_flag,C21: Customer Service_flag,C22: Rating of Health Care Quality_flag,C23: Rating of Health Plan_flag,C24: Care Coordination_flag,C25: Complaints about the Health Plan_flag,C26: Members Choosing to Leave the Plan_flag,C27: Health Plan Quality Improvement_flag,C28: Plan Makes Timely Decisions about Appeals_flag,C29: Reviewing Appeals Decisions_flag,C30: Call Center – Foreign Language Interpreter and TTY Availability_flag,D01: Call Center – Foreign Language Interpreter and TTY Availability_flag,D02: Complaints about the Drug Plan_flag,D03: Members Choosing to Leave the Plan_flag,D04: Drug Plan Quality Improvement_flag,D05: Rating of Drug Plan_flag,D06: Getting Needed Prescription Drugs_flag,D07: MPF Price Accuracy_flag,D08: Medication Adherence for Diabetes Medications_flag,D09: Medication Adherence for Hypertension (RAS antagonists)_flag,D10: Medication Adherence for Cholesterol (Statins)_flag,D11: MTM Program Completion Rate for CMR_flag,D12: Statin Use in Persons with Diabetes (SUPD)_flag,data_completeness_score,has_meaningful_data,overall_score
H0480 ,Demo ,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC. ",MeridianComplete (Medicare-Medicaid Plan) ,Centene Corporation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.0,False,
H0504 ,Local CCP ,CALIFORNIA PHYSICIANS' SERVICE ,Blue Shield of California ,California Physicians' Service ,79.0,79.0,73.0,53.0,,,,55.0,82.0,86.0,75.0,57.0,51.0,72.0,12.0,86.0,48.0,62.0,77.0,78.0,89.0,86.0,88.0,83.0,0.1,13.0,,98.0,98.0,98.0,97.0,0.1,13.0,,88.0,89.0,98.0,87.0,91.0,90.0,92.0,89.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,70.6
H0523 ,Local CCP ,AETNA HEALTH OF CALIFORNIA INC. ,Aetna Medicare ,CVS Health Corporation ,73.0,78.0,69.0,47.0,,,,,78.0,97.0,79.0,55.0,38.0,77.0,12.0,83.0,46.0,50.0,76.0,80.0,,83.0,83.0,,0.46,18.0,,94.0,92.0,100.0,97.0,0.46,18.0,,85.0,,99.0,87.0,91.0,88.0,95.0,90.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.7857142857142857,True,68.45212121212121
H0524 ,Local CCP ,"KAISER FOUNDATION HP, INC. ",Kaiser Permanente ,"Kaiser Foundation Health Plan, Inc. ",87.0,88.0,83.0,61.0,,,,82.0,86.0,90.0,85.0,55.0,45.0,96.0,12.0,90.0,89.0,72.0,79.0,80.0,92.0,86.0,88.0,85.0,0.05,1.0,,99.0,98.0,98.0,100.0,0.05,1.0,,93.0,93.0,100.0,90.0,91.0,90.0,94.0,91.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,74.86756756756756
H0543 ,Local CCP ,UHC OF CALIFORNIA ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",78.0,77.0,70.0,55.0,85.0,97.0,99.0,54.0,82.0,87.0,77.0,56.0,46.0,70.0,12.0,85.0,50.0,54.0,75.0,78.0,89.0,85.0,86.0,83.0,0.18,13.0,,99.0,99.0,98.0,100.0,0.18,13.0,,87.0,87.0,99.0,87.0,90.0,89.0,87.0,89.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,71.684
H0544 ,Local CCP ,BLUE CROSS OF CALIFORNIA ,Anthem Blue Cross ,"Elevance Health, Inc. ",68.0,65.0,68.0,52.0,51.0,100.0,96.0,54.0,70.0,79.0,69.0,60.0,43.0,70.0,11.0,86.0,42.0,48.0,74.0,79.0,87.0,,84.0,,0.38,23.0,,95.0,98.0,100.0,100.0,0.38,23.0,,85.0,,98.0,85.0,88.0,86.0,93.0,89.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,68.10162162162163
H0562 ,Local CCP ,"HEALTH NET OF CALIFORNIA, INC. ",Wellcare by Health Net ,Centene Corporation ,78.0,78.0,75.0,55.0,47.0,99.0,95.0,50.0,79.0,88.0,76.0,64.0,44.0,73.0,10.0,85.0,47.0,55.0,77.0,79.0,87.0,84.0,85.0,84.0,0.42,16.0,,97.0,94.0,98.0,100.0,0.42,16.0,,86.0,87.0,98.0,87.0,88.0,87.0,95.0,89.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,70.821
H0571 ,Local CCP ,CHINESE COMMUNITY HEALTH PLAN ,CCHP (Chinese Community Health Plan) ,Chinese Hospital Association ,73.0,82.0,83.0,52.0,95.0,87.0,89.0,,70.0,83.0,68.0,77.0,32.0,32.0,9.0,82.0,32.0,48.0,71.0,75.0,86.0,82.0,84.0,82.0,0.04,7.0,,,,86.0,84.0,0.04,7.0,,85.0,83.0,98.0,90.0,89.0,86.0,74.0,90.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,66.29945945945946
H0609 ,Local CCP ,"UnitedHealthcare Benefits of Texas, Inc. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",80.0,85.0,77.0,54.0,86.0,98.0,99.0,45.0,86.0,91.0,85.0,57.0,48.0,69.0,11.0,87.0,51.0,60.0,81.0,82.0,89.0,87.0,89.0,86.0,0.12,9.0,,99.0,98.0,98.0,100.0,0.12,9.0,,89.0,90.0,99.0,87.0,91.0,90.0,89.0,89.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,73.006
H0624 ,Local CCP ,"UnitedHealthcare Benefits of Texas, Inc. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",66.0,77.0,67.0,50.0,83.0,93.0,98.0,51.0,80.0,88.0,77.0,65.0,44.0,68.0,12.0,89.0,63.0,61.0,77.0,78.0,,,84.0,,0.2,21.0,,100.0,98.0,98.0,100.0,0.2,21.0,,86.0,,99.0,87.0,88.0,89.0,88.0,86.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8571428571428571,True,70.34444444444445
H0628 ,Local CCP ,AETNA HEALTH OF OHIO INC. ,Aetna Medicare ,CVS Health Corporation ,72.0,75.0,66.0,44.0,71.0,100.0,95.0,48.0,76.0,90.0,84.0,52.0,44.0,94.0,13.0,87.0,57.0,58.0,82.0,83.0,92.0,89.0,90.0,86.0,0.22,21.0,,91.0,98.0,100.0,97.0,0.22,21.0,,90.0,93.0,99.0,86.0,89.0,89.0,97.0,86.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,72.636
H0630 ,Local CCP ,KAISER FOUNDATION HP OF CO ,Kaiser Permanente ,"Kaiser Foundation Health Plan, Inc. ",79.0,81.0,83.0,61.0,78.0,100.0,97.0,67.0,83.0,88.0,86.0,56.0,43.0,93.0,11.0,92.0,94.0,59.0,76.0,78.0,92.0,87.0,89.0,88.0,0.06,2.0,,99.0,97.0,98.0,100.0,0.06,2.0,,93.0,94.0,100.0,91.0,93.0,93.0,94.0,91.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,75.203
H0672 ,Local CCP ,"CIGNA HEALTHCARE OF COLORADO, INC. ",Cigna Healthcare ,The Cigna Group ,64.0,70.0,62.0,53.0,74.0,87.0,91.0,,64.0,76.0,73.0,47.0,44.0,84.0,9.0,85.0,61.0,51.0,77.0,82.0,87.0,83.0,81.0,83.0,0.72,34.0,,99.0,98.0,95.0,97.0,0.72,34.0,,83.0,88.0,100.0,82.0,89.0,87.0,94.0,82.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9285714285714286,True,70.54974358974358
H0710 ,Local CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",47.0,79.0,,,99.0,99.0,100.0,,91.0,89.0,,,,7.0,9.0,90.0,17.0,,,,,,,,0.07,7.0,,100.0,96.0,98.0,100.0,0.07,7.0,,,,99.0,92.0,92.0,95.0,97.0,92.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.5952380952380952,True,68.0856
H0712 ,Local CCP ,"WELLCARE OF CONNECTICUT, INC. ",Wellcare ,Centene Corporation ,67.0,74.0,75.0,52.0,63.0,93.0,91.0,,71.0,82.0,79.0,64.0,,64.0,9.0,85.0,53.0,50.0,81.0,84.0,90.0,86.0,84.0,86.0,0.24,27.0,,85.0,97.0,98.0,100.0,0.24,27.0,,88.0,89.0,98.0,89.0,89.0,88.0,88.0,85.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9047619047619048,True,71.88105263157895
H0724 ,Local CCP ,"BUCKEYE HEALTH PLAN COMMUNITY SOLUTIONS, Inc. ",Wellcare by Allwell ,Centene Corporation ,,56.0,,45.0,,,,,53.0,70.0,68.0,52.0,35.0,62.0,15.0,80.0,54.0,50.0,,,,,,,0.16,,,,,,,0.16,,,,,99.0,83.0,88.0,86.0,92.0,86.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.47619047619047616,True,58.715999999999994
H0738 ,Local CCP ,"AmeriHealth Caritas VIP Next, Inc. ",AmeriHealth Caritas VIP Care (HMO-D-SNP) ,"Independence Health Group, Inc. ",,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,97.0,97.0,,,,,,98.0,,,69.0,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.11904761904761904,True,87.0
H0755 ,Local CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",71.0,74.0,77.0,53.0,,,,37.0,76.0,89.0,77.0,52.0,39.0,60.0,13.0,89.0,49.0,59.0,81.0,85.0,89.0,87.0,86.0,87.0,0.1,19.0,,99.0,98.0,98.0,100.0,0.1,19.0,,87.0,90.0,99.0,87.0,91.0,89.0,83.0,87.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,69.62702702702703
H0764 ,Local CCP ,"UNITEDHEALTHCARE OF NEW ENGLAND, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",79.0,82.0,,,87.0,94.0,98.0,,79.0,84.0,87.0,,,61.0,,,47.0,,,,,,,,,36.0,,,,98.0,100.0,,36.0,,,,99.0,90.0,90.0,84.0,90.0,88.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.47619047619047616,True,80.45
H0783 ,Local CCP ,"HUMANA BENEFIT PLAN OF TEXAS, INC. ",Humana ,Humana Inc. ,70.0,77.0,,51.0,,,,,78.0,84.0,81.0,,,75.0,,,64.0,56.0,,,,,,,0.49,44.0,,,,98.0,97.0,0.49,44.0,,,,84.0,87.0,89.0,92.0,79.0,87.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.5,True,68.4752380952381
H0845 ,Local CCP ,"UNITEDHEALTHCARE OF ILLINOIS, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,100.0,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.047619047619047616,True,99.0
H0885 ,Local CCP ,HEALTHIER NEW JERSEY INSURANCE COMPANY ,Braven Health ,"Horizon Mutual Holdings, Inc ",73.0,70.0,71.0,54.0,,,,44.0,68.0,83.0,82.0,54.0,36.0,82.0,13.0,89.0,54.0,63.0,81.0,84.0,90.0,87.0,88.0,85.0,0.21,6.0,,98.0,98.0,98.0,97.0,0.21,6.0,,85.0,88.0,98.0,88.0,91.0,90.0,93.0,89.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,69.63297297297298
H0907 ,Local CCP ,"WELLPOINT IOWA, INC. ",Wellpoint ,"Elevance Health, Inc. ",62.0,68.0,63.0,44.0,78.0,98.0,95.0,,71.0,79.0,79.0,67.0,,64.0,12.0,86.0,49.0,65.0,84.0,87.0,90.0,88.0,86.0,89.0,0.5,31.0,,,,100.0,100.0,0.5,31.0,,87.0,91.0,97.0,86.0,86.0,89.0,88.0,84.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8571428571428571,True,71.52777777777777
H0908 ,Local CCP ,"BUCKEYE COMMUNITY HEALTH PLAN, INC. ",Wellcare by Allwell ,Centene Corporation ,,57.0,58.0,39.0,66.0,94.0,89.0,,56.0,74.0,75.0,53.0,32.0,63.0,14.0,88.0,52.0,55.0,81.0,,88.0,88.0,85.0,,0.68,39.0,,100.0,100.0,98.0,100.0,0.68,39.0,,87.0,90.0,98.0,82.0,86.0,85.0,94.0,84.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8571428571428571,True,69.17666666666668
H0913 ,Local CCP ,"WELLCARE HEALTH PLANS OF NEW JERSEY, INC. ",Wellcare ,Centene Corporation ,64.0,53.0,69.0,58.0,70.0,94.0,92.0,23.0,58.0,78.0,73.0,68.0,,43.0,9.0,87.0,46.0,55.0,76.0,,86.0,,83.0,,0.42,29.0,,90.0,94.0,98.0,100.0,0.42,29.0,,85.0,,98.0,87.0,88.0,86.0,96.0,89.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8333333333333334,True,67.28114285714287
H0927 ,Demo ,HEALTH CARE SERVICE CORPORATION ,Blue Cross Community MMAI ,Health Care Service Corporation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.0,False,
H0976 ,Local CCP ,SCAN HEALTH PLAN ,SCAN Health Plan ,SCAN Group ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,100.0,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.047619047619047616,True,97.0
H0978 ,Local CCP ,"SCAN HEALTH PLAN NEVADA, INC. ",SCAN Health Plan ,SCAN Group ,,65.0,63.0,58.0,82.0,100.0,100.0,,81.0,85.0,86.0,50.0,45.0,93.0,,,82.0,46.0,72.0,79.0,88.0,82.0,88.0,82.0,0.45,23.0,,,,94.0,100.0,0.45,23.0,,90.0,89.0,100.0,88.0,90.0,90.0,96.0,90.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8095238095238095,True,73.55588235294118
H0982 ,Local CCP ,"SOLIS HEALTH PLANS, INC. ",Solis Health Plans ,"Athena Healthcare Holdings, LLC ",80.0,66.0,52.0,66.0,,96.0,98.0,,77.0,83.0,90.0,72.0,,64.0,,97.0,38.0,49.0,88.0,92.0,93.0,94.0,92.0,93.0,0.83,27.0,,,,70.0,71.0,0.83,27.0,,93.0,,100.0,91.0,89.0,86.0,91.0,94.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.7857142857142857,True,73.35333333333332
H1016 ,Local CCP ,"AVMED, INC. ",AvMed Medicare ,Sentara Health Care (SHC) ,85.0,81.0,72.0,64.0,,,,67.0,79.0,90.0,82.0,63.0,54.0,69.0,12.0,88.0,51.0,66.0,81.0,85.0,92.0,87.0,88.0,88.0,0.16,9.0,,98.0,91.0,100.0,92.0,0.16,9.0,,87.0,89.0,99.0,86.0,92.0,89.0,67.0,88.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,71.35999999999999
H1019 ,Local CCP ,"CAREPLUS HEALTH PLANS, INC. ","CarePlus Health Plans, Inc. ",Humana Inc. ,82.0,78.0,57.0,62.0,86.0,95.0,97.0,62.0,81.0,89.0,87.0,63.0,47.0,86.0,12.0,88.0,57.0,68.0,81.0,85.0,91.0,88.0,89.0,86.0,0.21,26.0,,99.0,99.0,97.0,100.0,0.21,26.0,,89.0,89.0,84.0,89.0,91.0,90.0,94.0,92.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,74.5605
H1032 ,Local CCP ,"Sunshine State Health Plan, Inc. ",Wellcare ,Centene Corporation ,76.0,70.0,62.0,47.0,64.0,94.0,93.0,38.0,83.0,83.0,79.0,58.0,,77.0,11.0,86.0,59.0,61.0,82.0,84.0,91.0,,85.0,,0.28,32.0,,90.0,93.0,98.0,100.0,0.28,32.0,,89.0,,98.0,87.0,90.0,89.0,97.0,90.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8571428571428571,True,71.3488888888889
H1035 ,Local CCP ,"FLORIDA BLUE MEDICARE, INC. ",Florida Blue HMO ,Guidewell Mutual Holding Corporation ,77.0,76.0,67.0,55.0,,,,38.0,71.0,86.0,77.0,50.0,41.0,59.0,10.0,84.0,40.0,61.0,81.0,85.0,90.0,87.0,88.0,86.0,0.18,15.0,,98.0,95.0,94.0,92.0,0.18,15.0,,89.0,90.0,98.0,85.0,89.0,87.0,90.0,88.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,68.49621621621623
H1036 ,Local CCP ,"HUMANA MEDICAL PLAN, INC. ",Humana ,Humana Inc. ,81.0,83.0,61.0,56.0,76.0,97.0,98.0,57.0,86.0,87.0,84.0,61.0,51.0,85.0,11.0,88.0,68.0,67.0,81.0,84.0,90.0,87.0,89.0,86.0,0.17,15.0,,97.0,98.0,98.0,97.0,0.17,15.0,,89.0,90.0,83.0,87.0,90.0,89.0,87.0,91.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,73.5085
H1045 ,Local CCP ,"PREFERRED CARE PARTNERS, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",79.0,81.0,62.0,54.0,83.0,96.0,99.0,53.0,79.0,88.0,80.0,57.0,46.0,73.0,12.0,85.0,49.0,61.0,83.0,88.0,90.0,87.0,88.0,87.0,0.16,17.0,,100.0,98.0,98.0,100.0,0.16,17.0,,89.0,90.0,99.0,86.0,90.0,89.0,88.0,88.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,72.73299999999999
H1099 ,Local CCP ,HEALTH FIRST HEALTH PLANS ,"Health First Health Plans, Inc. ","Health First Shared Services, Inc. ",81.0,81.0,67.0,51.0,,,,52.0,79.0,88.0,80.0,56.0,52.0,83.0,11.0,86.0,80.0,74.0,82.0,85.0,92.0,88.0,88.0,87.0,0.07,5.0,,95.0,97.0,90.0,100.0,0.07,5.0,,88.0,90.0,99.0,84.0,89.0,88.0,90.0,85.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,71.57135135135135
